Unique ID,Curriculum,Grade,Subject,Chapter ID,Chapter Name,Topic ID,Topic,Target Date,Learning Status,Learning Stage,Learning Proficiency,Progress %,Notes
CBSE-11-MTH-5.2,CBSE,11,Mathematics,MTH-5, Complex Numbers and Quadratic Equations ,MTH-5.2, Polar form of complex numbers,20/1/2026,Closed,Revised,Master,0,
CBSE-11-MTH-5.3,CBSE,11,Mathematics,MTH-5, Complex Numbers and Quadratic Equations ,MTH-5.3, Quadratic equations and roots,20/1/2026,In Queue,Initiated,Novice,0,
CBSE-11-MTH-5.4,CBSE,11,Mathematics,MTH-5, Complex Numbers and Quadratic Equations ,MTH-5.4, Fundamental theorem of algebra,20/1/2026,To Do,Skimmed,Competent,0,
CBSE-11-MTH-6.1,CBSE,11,Mathematics,MTH-6, Linear Inequalities ,MTH-6.1, Linear inequalities in one variable,20/1/2026,In Progress,Grasped,Expert,0,
CBSE-11-MTH-6.2,CBSE,11,Mathematics,MTH-6, Linear Inequalities ,MTH-6.2, Linear inequalities in two variables,20/1/2026,Done,Practiced,Master,0,
CBSE-11-MTH-6.3,CBSE,11,Mathematics,MTH-6, Linear Inequalities ,MTH-6.3, Graphical solutions,20/1/2026,Closed,Revised,Novice,0,
CBSE-11-MTH-7.1,CBSE,11,Mathematics,MTH-7, Permutations and Combinations ,MTH-7.1, Fundamental principle of counting,20/1/2026,In Queue,Initiated,Competent,0,
CBSE-11-MTH-7.2,CBSE,11,Mathematics,MTH-7, Permutations and Combinations ,MTH-7.2, Factorial notation and properties,20/1/2026,To Do,Skimmed,Expert,0,
CBSE-11-MTH-7.3,CBSE,11,Mathematics,MTH-7, Permutations and Combinations ,MTH-7.3, Permutations and combinations,20/1/2026,In Progress,Grasped,Master,0,
CBSE-11-MTH-8.1,CBSE,11,Mathematics,MTH-8, Binomial Theorem ,MTH-8.1, Statement and proof of binomial theorem,20/1/2026,Done,Practiced,Novice,0,
CBSE-11-MTH-8.2,CBSE,11,Mathematics,MTH-8, Binomial Theorem ,MTH-8.2, General term and middle term,20/1/2026,Closed,Revised,Competent,0,
CBSE-11-MTH-8.3,CBSE,11,Mathematics,MTH-8, Binomial Theorem ,MTH-8.3, Applications of binomial theorem,20/1/2026,In Queue,Initiated,Expert,0,
CBSE-11-MTH-9.1,CBSE,11,Mathematics,MTH-9, Sequences and Series ,MTH-9.1, Arithmetic progression (AP),20/1/2026,To Do,Skimmed,Master,0,
CBSE-11-MTH-9.2,CBSE,11,Mathematics,MTH-9, Sequences and Series ,MTH-9.2, Geometric progression (GP),20/1/2026,In Progress,Grasped,Novice,0,
CBSE-11-MTH-9.3,CBSE,11,Mathematics,MTH-9, Sequences and Series ,MTH-9.3, Sum of n terms of AP and GP,20/1/2026,Done,Practiced,Competent,0,
CBSE-11-MTH-9.4,CBSE,11,Mathematics,MTH-9, Sequences and Series ,MTH-9.4, Special series: ∑n ∑n² ∑n³,20/1/2026,Closed,Revised,Expert,0,
CBSE-11-MTH-10.1,CBSE,11,Mathematics,MTH-10, Straight Lines ,MTH-10.1, Slope and intercept of a line,20/1/2026,In Queue,Initiated,Master,0,
CBSE-11-MTH-10.2,CBSE,11,Mathematics,MTH-10, Straight Lines ,MTH-10.2, Various forms of line equations,20/1/2026,To Do,Skimmed,Novice,0,
CBSE-11-MTH-10.3,CBSE,11,Mathematics,MTH-10, Straight Lines ,MTH-10.3, Angle between two lines,20/1/2026,In Progress,Grasped,Competent,0,
CBSE-11-MTH-10.4,CBSE,11,Mathematics,MTH-10, Straight Lines ,MTH-10.4, Distance of a point from a line,20/1/2026,Done,Practiced,Expert,0,
CBSE-11-MTH-11.1,CBSE,11,Mathematics,MTH-11, Conic Sections ,MTH-11.1, Circle: equation and properties,20/1/2026,Closed,Revised,Master,0,
CBSE-11-MTH-11.2,CBSE,11,Mathematics,MTH-11, Conic Sections ,MTH-11.2, Parabola: standard form and focus,20/1/2026,In Queue,Initiated,Novice,0,
CBSE-11-MTH-11.3,CBSE,11,Mathematics,MTH-11, Conic Sections ,MTH-11.3, Ellipse: standard form and parameters,20/1/2026,To Do,Skimmed,Competent,0,
CBSE-11-MTH-11.4,CBSE,11,Mathematics,MTH-11, Conic Sections ,MTH-11.4, Hyperbola: standard form and asymptotes,20/1/2026,In Progress,Grasped,Expert,0,
CBSE-11-MTH-12.1,CBSE,11,Mathematics,MTH-12, Introduction to 3D Geometry ,MTH-12.1, Coordinates in 3D space,20/1/2026,Done,Practiced,Master,0,
CBSE-11-MTH-12.2,CBSE,11,Mathematics,MTH-12, Introduction to 3D Geometry ,MTH-12.2, Distance formula in 3D,20/1/2026,Closed,Revised,Novice,0,
CBSE-11-MTH-12.3,CBSE,11,Mathematics,MTH-12, Introduction to 3D Geometry ,MTH-12.3, Section formula and direction cosines,20/1/2026,In Queue,Initiated,Competent,0,
CBSE-11-MTH-13.1,CBSE,11,Mathematics,MTH-13, Limits and Derivatives ,MTH-13.1, Intuitive idea of limit,20/1/2026,To Do,Skimmed,Expert,0,
CBSE-11-MTH-13.2,CBSE,11,Mathematics,MTH-13, Limits and Derivatives ,MTH-13.2, Limits of polynomials and rational functions,20/1/2026,In Progress,Grasped,Master,0,
CBSE-11-MTH-13.3,CBSE,11,Mathematics,MTH-13, Limits and Derivatives ,MTH-13.3, Derivative by first principle,20/1/2026,Done,Practiced,Novice,0,
CBSE-11-MTH-13.4,CBSE,11,Mathematics,MTH-13, Limits and Derivatives ,MTH-13.4, Derivatives of sum difference product quotient,20/1/2026,Closed,Revised,Competent,0,
CBSE-11-MTH-13.5,CBSE,11,Mathematics,MTH-13, Limits and Derivatives ,MTH-13.5, Derivatives of trigonometric functions,20/1/2026,In Queue,Initiated,Expert,0,
CBSE-11-MTH-14.1,CBSE,11,Mathematics,MTH-14, Mathematical Reasoning ,MTH-14.1, Mathematically acceptable statements,20/1/2026,To Do,Skimmed,Master,0,
CBSE-11-MTH-14.2,CBSE,11,Mathematics,MTH-14, Mathematical Reasoning ,MTH-14.2, Validating statements and counterexamples,20/1/2026,In Progress,Grasped,Novice,0,
CBSE-11-MTH-14.3,CBSE,11,Mathematics,MTH-14, Mathematical Reasoning ,MTH-14.3, Compound statements and implications,20/1/2026,Done,Practiced,Competent,0,
CBSE-11-MTH-15.1,CBSE,11,Mathematics,MTH-15, Statistics ,MTH-15.1, Measures of dispersion: range variance standard deviation,20/1/2026,Closed,Revised,Expert,0,
CBSE-11-MTH-15.2,CBSE,11,Mathematics,MTH-15, Statistics ,MTH-15.2, Mean deviation for grouped data,20/1/2026,In Queue,Initiated,Master,0,
CBSE-11-MTH-15.3,CBSE,11,Mathematics,MTH-15, Statistics ,MTH-15.3, Analysis of frequency distributions,20/1/2026,To Do,Skimmed,Novice,0,
CBSE-11-MTH-16.1,CBSE,11,Mathematics,MTH-16, Probability ,MTH-16.1, Random experiments and sample space,20/1/2026,In Progress,Grasped,Competent,0,
CBSE-11-MTH-16.2,CBSE,11,Mathematics,MTH-16, Probability ,MTH-16.2, Events and types of events,20/1/2026,Done,Practiced,Expert,0,
CBSE-11-MTH-16.3,CBSE,11,Mathematics,MTH-16, Probability ,MTH-16.3, Axiomatic approach to probability,20/1/2026,Closed,Revised,Master,0,
CBSE-11-MTH-16.4,CBSE,11,Mathematics,MTH-16, Probability ,MTH-16.4, Addition and multiplication theorems,20/1/2026,In Queue,Initiated,Novice,0,
CBSE-11-MTH-17.1,CBSE,11,Mathematics,MTH-17, Revision and Practice ,MTH-17.1, Chapter-wise revision and problem solving,20/1/2026,To Do,Skimmed,Competent,0,
CBSE-11-MTH-17.2,CBSE,11,Mathematics,MTH-17, Revision and Practice ,MTH-17.2, Mock tests and time management,20/1/2026,In Progress,Grasped,Expert,0,
CBSE-11-MTH-17.3,CBSE,11,Mathematics,MTH-17, Revision and Practice ,MTH-17.3, Error analysis and correction,20/1/2026,Done,Practiced,Master,0,
CBSE-11-MTH-17.4,CBSE,11,Mathematics,MTH-17, Revision and Practice ,MTH-17.4, Formula revision and shortcuts,20/1/2026,Closed,Revised,Novice,0,
CBSE-11-MTH-18.1,CBSE,11,Mathematics,MTH-18, Integration and Application ,MTH-18.1, Integration as inverse of differentiation,20/1/2026,In Queue,Initiated,Competent,0,
CBSE-11-MTH-18.2,CBSE,11,Mathematics,MTH-18, Integration and Application ,MTH-18.2, Methods of integration,20/1/2026,To Do,Skimmed,Expert,0,
CBSE-11-MTH-18.3,CBSE,11,Mathematics,MTH-18, Integration and Application ,MTH-18.3, Definite integrals and their properties,20/1/2026,In Progress,Grasped,Master,0,
CBSE-11-MTH-18.4,CBSE,11,Mathematics,MTH-18, Integration and Application ,MTH-18.4, Application of integrals,20/1/2026,Done,Practiced,Novice,0,
CBSE-11-MTH-18.5,CBSE,11,Mathematics,MTH-18, Integration and Application ,MTH-18.5, Differential equations,20/1/2026,Closed,Revised,Competent,0,
CBSE-11-MTH-18.6,CBSE,11,Mathematics,MTH-18, Integration and Application ,MTH-18.6, Time management strategies,20/1/2026,To Do,Skimmed,Expert,0,
CBSE-11-MTH-18.7,CBSE,11,Mathematics,MTH-18, Integration and Application ,MTH-18.7, Mock test review and tagging,20/1/2026,In Progress,Grasped,Master,0,
CBSE-11-MTH-18.8,CBSE,11,Mathematics,MTH-18, Integration and Application ,MTH-18.8, Revision scheduling and spaced repetition,20/1/2026,Done,Practiced,Novice,0,
CBSE-11-MTH-18.9,CBSE,11,Mathematics,MTH-18, Integration and Application ,MTH-18.9, Confidence tracking and feedback loop,20/1/2026,Closed,Revised,Competent,0,
